Numero (col C),Debito - Cuenta (col F),Debito - Descripción (col G),AP - Cuenta (col F),AP - Descripción (col G)
6083,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6084,5205840000,GASTOS MEDICOS Y DROGAS       ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6085,7395950100,OTROS REPUESTOS VARIOS        ,2205050000,MATERIA PRIMA                 
6086,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6087,7335350000,TELEFONO                      ,2335500000,SERVICIOS PUBLICOS            
6088,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6089,1405150100,EMPAQUE                       ,2205050000,MATERIA PRIMA                 
6090,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6091,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6092,7345150000,MAQUINARIA Y EQUIPO           ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6093,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6094,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6095,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6096,1425100101,ABONOS Y FERTILIZANTES        ,2205050000,MATERIA PRIMA                 
6097,1425100101,ABONOS Y FERTILIZANTES        ,2205050000,MATERIA PRIMA                 
6098,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6099,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6100,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6101,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6102,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6103,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6104,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6105,1420058500,GASTOS MEDICOS Y DROGAS       ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6106,1420355000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6107,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6108,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6109,5235950200,OTROS-SERVICIO REGISTRO BMC   ,2335200000,COMISIONES                    
6110,1425100101,ABONOS Y FERTILIZANTES        ,2205050000,MATERIA PRIMA                 
6111,1425100101,ABONOS Y FERTILIZANTES        ,2205050000,MATERIA PRIMA                 
6112,7335050000,ASEO Y VIGILANCIA             ,2335950300,SERVICIOS DE ASEO Y VIGILANCIA
6113,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6114,5235950200,OTROS-SERVICIO REGISTRO BMC   ,2335200000,COMISIONES                    
6115,5305230000,INTERESES DE MORA             ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6116,7335300000,ENERGIA ELECTRICA             ,2335500000,SERVICIOS PUBLICOS            
6117,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6118,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6119,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6120,1405150100,EMPAQUE                       ,2205050000,MATERIA PRIMA                 
6121,5135350000,TELEFONO                      ,2335500000,SERVICIOS PUBLICOS            
6122,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6123,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6124,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6125,7350150000,REPARACIONES LOCATIVAS        ,2335960100,LEG CM FC                     
6126,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6127,7350150000,REPARACIONES LOCATIVAS        ,2335960100,LEG CM FC                     
6128,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6129,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6130,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6131,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6132,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6133,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6134,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6135,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6136,7350150000,REPARACIONES LOCATIVAS        ,2335960100,LEG CM FC                     
6137,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6138,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6139,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6140,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6141,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6142,7350150000,REPARACIONES LOCATIVAS        ,2335960100,LEG CM FC                     
6143,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6144,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6145,1430100100,ARROZ -EXCELSO                ,2205050000,MATERIA PRIMA                 
6146,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6147,5235950200,OTROS-SERVICIO REGISTRO BMC   ,2335200000,COMISIONES                    
6148,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6149,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6150,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6151,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6152,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6153,7350150000,REPARACIONES LOCATIVAS        ,2335960100,LEG CM FC                     
6154,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6155,7205510000,DOTACION Y SUMINISTRO A TRABAJ,2335960100,LEG CM FC                     
6156,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6157,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6158,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6159,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6160,5145400000,FLOTA Y EQUIPO DE TRANSPORTE  ,2335960100,LEG CM FC                     
6161,5145400000,FLOTA Y EQUIPO DE TRANSPORTE  ,2335960100,LEG CM FC                     
6162,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6163,7345250000,EQUIPO FR COMPUTACION Y COMUNI,2335960100,LEG CM FC                     
6164,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6165,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,5115950100,IMPUESTO A LA BOLSA PLASTICA  
6166,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6167,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6168,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6169,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6170,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6171,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6172,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6173,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6174,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6175,7350150000,REPARACIONES LOCATIVAS        ,2205050000,MATERIA PRIMA                 
6176,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6177,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6178,1435010100,PRODUCTOS NO FABRICADOS       ,2205050000,MATERIA PRIMA                 
6179,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6180,1435010100,PRODUCTOS NO FABRICADOS       ,2205050000,MATERIA PRIMA                 
6181,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6182,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6183,7350150000,REPARACIONES LOCATIVAS        ,2205050000,MATERIA PRIMA                 
6184,5135950300,SERVICIOS DE INTERNET         ,2335500000,SERVICIOS PUBLICOS            
6185,7345150000,MAQUINARIA Y EQUIPO           ,2408050100,IVA DESCONTABLE POR COMPRAS 19
6186,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6187,7350150000,REPARACIONES LOCATIVAS        ,2205050000,MATERIA PRIMA                 
6188,7335600000,SERVICIO DE FUMIGACION        ,2335950600,SERVICIOS DE FUMIGACION       
6189,7335600000,SERVICIO DE FUMIGACION        ,2335950600,SERVICIOS DE FUMIGACION       
6190,7205840000,GASTOS MEDICO Y DROGAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6191,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6192,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6193,1405150100,EMPAQUE                       ,2205050000,MATERIA PRIMA                 
6194,7335950200,SERVICIOS DE LOGISTICA        ,2335950500,SERVICIIOS LOGISTICOS Y BODEGA
6195,7395950100,OTROS REPUESTOS VARIOS        ,2205050000,MATERIA PRIMA                 
6196,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6197,5235950200,OTROS-SERVICIO REGISTRO BMC   ,2335200000,COMISIONES                    
6198,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6199,1420355000,TRANSPORTE FLETES Y ACARREOS  ,2335960100,LEG CM FC                     
6200,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6201,1420957500,MATERIALES                    ,2205050000,MATERIA PRIMA                 
6202,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6203,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6204,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6205,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6206,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6207,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6208,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6209,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6210,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6211,7350150000,REPARACIONES LOCATIVAS        ,2335960100,LEG CM FC                     
6212,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6213,7205510000,DOTACION Y SUMINISTRO A TRABAJ,2335960100,LEG CM FC                     
6214,5130750000,OBLIGATORIO EN ACCIDENTES DE T,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6215,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6216,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6217,7345150000,MAQUINARIA Y EQUIPO           ,2335350000,SERVICIOS DE MANTENIMIENTO    
6218,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6219,7335600000,SERVICIO DE FUMIGACION        ,2335950600,SERVICIOS DE FUMIGACION       
6220,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6221,1420551500,PASAJES AEREOS                ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6222,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6223,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6224,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6225,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6226,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6227,7205510000,DOTACION Y SUMINISTRO A TRABAJ,2335960100,LEG CM FC                     
6228,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6229,5140150000,TRAMITES Y LICENCIAS          ,2335960100,LEG CM FC                     
6230,1430102400,RECHAZO                       ,2205050000,MATERIA PRIMA                 
6231,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6232,5235950200,OTROS-SERVICIO REGISTRO BMC   ,2335200000,COMISIONES                    
6233,5145400000,FLOTA Y EQUIPO DE TRANSPORTE  ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6234,1420551500,PASAJES AEREOS                ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6235,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6236,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6237,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6238,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6239,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6240,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6241,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6242,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6243,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6244,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6245,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6246,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6247,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335960100,LEG CM FC                     
6248,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6249,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6250,5145250000,EQUIPO DE COMPUTACION Y COMUNI,2335350000,SERVICIOS DE MANTENIMIENTO    
6251,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6252,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6253,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6254,1405150100,EMPAQUE                       ,2205050000,MATERIA PRIMA                 
6255,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6256,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6257,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6258,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6259,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6260,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6261,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6262,7335250000,ACUEDUCTO Y ALCANTARILLADO    ,2335500000,SERVICIOS PUBLICOS            
6263,1420055100,DOTACION Y SUMINISTRO A TRABAJ,2205050000,MATERIA PRIMA                 
6264,7205510000,DOTACION Y SUMINISTRO A TRABAJ,2335960100,LEG CM FC                     
6265,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6266,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6267,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6268,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6269,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6270,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6271,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6272,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6273,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6274,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6275,5145400000,FLOTA Y EQUIPO DE TRANSPORTE  ,2335960100,LEG CM FC                     
6276,2408050100,IVA DESCONTABLE POR COMPRAS 19,1405050100,MATERIAS PRIMAS PARA MAQUINAS 
6277,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6278,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6279,5235950200,OTROS-SERVICIO REGISTRO BMC   ,2335200000,COMISIONES                    
6280,5305200100,INTERESES DEL PERIODO         ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6281,7205840000,GASTOS MEDICO Y DROGAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6282,5195600000,CASINO Y RESTAURANTE          ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6283,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6284,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6285,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6286,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6287,5305200100,INTERESES DEL PERIODO         ,2335550000,SEGUROS                       
6288,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6289,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6290,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6291,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6292,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6293,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6294,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335960100,LEG CM FC                     
6295,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6296,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6297,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6298,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6299,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6300,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6301,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6302,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6303,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6304,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6305,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6306,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6307,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6308,1430102200,HARINA                        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6309,7205840000,GASTOS MEDICO Y DROGAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6310,1430100100,ARROZ -EXCELSO                ,2205050000,MATERIA PRIMA                 
6311,7205840000,GASTOS MEDICO Y DROGAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6312,1425100101,ABONOS Y FERTILIZANTES        ,2205050000,MATERIA PRIMA                 
6313,1425100200,M.O.D.                        ,2205050000,MATERIA PRIMA                 
6314,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6315,1420058500,GASTOS MEDICOS Y DROGAS       ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6316,1420058500,GASTOS MEDICOS Y DROGAS       ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6317,1420058500,GASTOS MEDICOS Y DROGAS       ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6318,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6319,7350150000,REPARACIONES LOCATIVAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6320,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6321,7335350000,TELEFONO                      ,2335500000,SERVICIOS PUBLICOS            
6322,5135350000,TELEFONO                      ,2335500000,SERVICIOS PUBLICOS            
6323,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6324,7335300000,ENERGIA ELECTRICA             ,2335500000,SERVICIOS PUBLICOS            
6325,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6326,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6327,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6328,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6329,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6330,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6331,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6332,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6333,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6334,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6335,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6336,1430102200,HARINA                        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6337,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6338,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6339,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6340,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335960100,LEG CM FC                     
6341,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6342,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6343,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6344,5135350000,TELEFONO                      ,2335500000,SERVICIOS PUBLICOS            
6345,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335960100,LEG CM FC                     
6346,7395600000,CASINO Y RESTAURANTE          ,2335960100,LEG CM FC                     
6347,7205510000,DOTACION Y SUMINISTRO A TRABAJ,2335960100,LEG CM FC                     
6348,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6349,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6350,7345150000,MAQUINARIA Y EQUIPO           ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6351,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6352,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6353,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6354,1425100200,M.O.D.                        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6355,7335050000,ASEO Y VIGILANCIA             ,2335950300,SERVICIOS DE ASEO Y VIGILANCIA
6356,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6357,7345150000,MAQUINARIA Y EQUIPO           ,2335350000,SERVICIOS DE MANTENIMIENTO    
6358,7205840000,GASTOS MEDICO Y DROGAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6359,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6360,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6361,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6362,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6363,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6364,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6365,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6366,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6367,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6368,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6369,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6370,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6371,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6372,1420355000,TRANSPORTE FLETES Y ACARREOS  ,2335960100,LEG CM FC                     
6373,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6374,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6375,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6376,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6377,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6378,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
